ID,MONTHS_BALANCE,STATUS
5001490,-5,C
5001490,-6,C
5001490,-7,C
5001490,-8,C
5001490,-9,X
5001490,-10,X
5001490,-11,X
5001490,-12,C
5001490,-13,X
5001490,-14,X
5001490,-15,C
5001490,-16,X
5001490,-17,X
5001491,0,0
5001491,-1,X
5001491,-2,X
5001491,-3,C
5001491,-4,X
5001491,-5,X
5001491,-6,C
5001491,-7,X
5001491,-8,X
5001491,-9,C
5001491,-10,C
5001491,-11,C
5001491,-12,X
5001491,-13,C
5001491,-14,X
5001491,-15,C
5001491,-16,C
5001491,-17,C
5001491,-18,X
5001492,0,X
5001492,-1,X
5001492,-2,X
5001492,-3,C
5001492,-4,C
5001492,-5,X
5001492,-6,X
5001492,-7,C
5001492,-8,X
5001492,-9,X
5001492,-10,X
5001492,-11,C
5001492,-12,X
5001492,-13,X
5001492,-14,C
5001492,-15,C
5001492,-16,X
5001492,-17,X
5001493,0,X
5001493,-1,0
5001493,-2,4
5001493,-3,3
5001493,-4,C
5001493,-5,C
5001493,-6,X
5001493,-7,C
5001493,-8,2
5001493,-9,C
5001493,-10,0
5001493,-11,0
5001493,-12,X
5001493,-13,X
5001493,-14,3
5001493,-15,C
5001494,0,C
5001494,-1,X
5001494,-2,C
5001494,-3,X
5001494,-4,X
5001494,-5,X
5001494,-6,X
5001494,-7,X
5001494,-8,C
5001494,-9,C
5001494,-10,0
5001494,-11,X
5001494,-12,C
5001494,-13,X
5001494,-14,C
5001494,-15,X
5001494,-16,X
5001494,-17,X
5001494,-18,C
5001494,-19,C
5001495,0,1
5001495,-1,X
5001495,-2,X
5001495,-3,C
5001495,-4,C
5001495,-5,0
5001495,-6,C
5001495,-7,X
5001495,-8,X
5001495,-9,C
5001495,-10,C
5001495,-11,C
5001495,-12,X
5001495,-13,0
5001495,-14,1
5001495,-15,3
5001495,-16,C
5001495,-17,0
5001495,-18,C
5001495,-19,C
5001495,-20,X
5001495,-21,0
5001496,0,X
5001496,-1,C
5001496,-2,X
5001496,-3,C
5001496,-4,X
5001496,-5,3
5001496,-6,C
5001496,-7,C
5001496,-8,C
5001496,-9,C
5001496,-10,X
5001496,-11,X
5001496,-12,X
5001496,-13,C
5001496,-14,X
5001496,-15,X
5001496,-16,X
5001496,-17,X
5001496,-18,X
5001496,-19,X
5001496,-20,C
5001497,0,C
5001497,-1,X
5001497,-2,C
5001497,-3,X
5001497,-4,C
5001497,-5,4
5001497,-6,X
5001497,-7,X
5001497,-8,X
5001497,-9,C
5001497,-10,C
5001497,-11,C
5001497,-12,X
5001497,-13,X
5001497,-14,C
5001497,-15,C
5001497,-16,X
5001497,-17,X
5001497,-18,X
5001497,-19,4
5001497,-20,C
5001497,-21,X
5001497,-22,C
5001497,-23,C
5001498,0,X
5001498,-1,C
5001498,-2,C
5001498,-3,X
5001498,-4,X
5001498,-5,C
5001498,-6,X
5001498,-7,C
5001498,-8,X
5001498,-9,X
5001498,-10,X
5001498,-11,X
5001498,-12,1
5001498,-13,C
5001498,-14,X
5001498,-15,C
5001498,-16,X
5001498,-17,X
5001498,-18,C
5001499,0,X
5001499,-1,X
5001499,-2,X
5001499,-3,X
5001499,-4,C
5001499,-5,0
5001499,-6,C
5001499,-7,C
5001499,-8,X
5001499,-9,X
5001499,-10,2
5001499,-11,X
5001499,-12,X
5001500,0,X
5001500,-1,X
5001500,-2,1
5001500,-3,X
5001500,-4,C
5001500,-5,X
5001500,-6,X
5001500,-7,X
5001500,-8,C
5001500,-9,C
5001500,-10,X
5001500,-11,C
5001501,0,X
5001501,-1,C
5001501,-2,X
5001501,-3,X
5001501,-4,3
5001501,-5,X
5001501,-6,X
5001501,-7,C
5001501,-8,X
5001501,-9,X
5001501,-10,X
5001501,-11,C
5001501,-12,X
5001501,-13,X
5001502,0,X
5001502,-1,X
5001502,-2,C
5001502,-3,C
5001502,-4,X
5001502,-5,X
5001502,-6,X
5001502,-7,X
5001502,-8,X
5001502,-9,X
5001502,-10,C
5001502,-11,C
5001503,0,X
5001503,-1,X
5001503,-2,X
5001503,-3,C
5001503,-4,C
5001503,-5,0
5001503,-6,0
5001503,-7,C
5001503,-8,X
5001503,-9,C
5001503,-10,X
5001503,-11,X
5001503,-12,X
5001503,-13,0
5001503,-14,C
5001504,0,C
5001504,-1,X
5001504,-2,X
5001504,-3,X
5001504,-4,X
5001504,-5,X
5001504,-6,C
5001504,-7,2
5001504,-8,X
5001504,-9,C
5001504,-10,X
5001504,-11,C
5001504,-12,C
5001504,-13,X
5001504,-14,C
5001504,-15,C
5001504,-16,X
5001504,-17,X
5001505,0,C
5001505,-1,X
5001505,-2,C
5001505,-3,X
5001505,-4,X
5001505,-5,C
5001505,-6,C
5001505,-7,C
5001505,-8,C
5001505,-9,C
5001505,-10,C
5001505,-11,X
5001505,-12,X
5001505,-13,C
5001505,-14,C
5001506,0,X
5001506,-1,C
5001506,-2,C
5001506,-3,X
5001506,-4,C
5001506,-5,X
5001506,-6,C
5001506,-7,X
5001506,-8,C
5001506,-9,X
5001506,-10,C
5001506,-11,X
5001506,-12,X
5001506,-13,X
5001506,-14,X
5001506,-15,C
5001506,-16,C
5001506,-17,X
5001507,0,X
5001507,-1,C
5001507,-2,X
5001507,-3,X
5001507,-4,X
5001507,-5,X
5001507,-6,X
5001507,-7,X
5001507,-8,X
5001507,-9,1
5001507,-10,0
5001507,-11,X
5001507,-12,X
5001507,-13,C
5001507,-14,X
5001507,-15,C
5001507,-16,C
5001508,0,C
5001508,-1,C
5001508,-2,X
5001508,-3,C
5001508,-4,C
5001508,-5,X
5001508,-6,0
5001508,-7,C
5001508,-8,C
5001508,-9,C
5001508,-10,C
5001508,-11,X
5001508,-12,C
5001508,-13,X
5001508,-14,X
5001508,-15,X
5001508,-16,X
5001508,-17,X
5001509,0,C
5001509,-1,X
5001509,-2,C
5001509,-3,0
5001509,-4,X
5001509,-5,X
5001509,-6,X
5001509,-7,C
5001509,-8,1
5001509,-9,C
5001509,-10,X
5001509,-11,X
5001509,-12,0
5001510,0,X
5001510,-1,X
5001510,-2,C
5001510,-3,X
5001510,-4,2
5001510,-5,X
5001510,-6,C
5001510,-7,X
5001510,-8,C
5001510,-9,C
5001510,-10,C
5001510,-11,C
5001510,-12,X
5001511,0,X
5001511,-1,C
5001511,-2,C
5001511,-3,C
5001511,-4,C
5001511,-5,X
5001511,-6,C
5001511,-7,C
5001511,-8,C
5001511,-9,X
5001511,-10,C
5001511,-11,X
5001511,-12,C
5001511,-13,C
5001512,0,X
5001512,-1,C
5001512,-2,C
5001512,-3,C
5001512,-4,C
5001512,-5,C
5001512,-6,X
5001512,-7,X
5001512,-8,C
5001512,-9,X
5001512,-10,X
5001512,-11,X
5001512,-12,X
5001512,-13,C
5001512,-14,C
5001512,-15,X
5001512,-16,C
5001512,-17,X
5001512,-18,X
5001512,-19,C
5001513,0,C
5001513,-1,X
5001513,-2,X
5001513,-3,C
5001513,-4,C
5001513,-5,4
5001513,-6,C
5001513,-7,X
5001513,-8,C
5001513,-9,C
5001513,-10,X
5001513,-11,X
5001513,-12,C
5001513,-13,C
5001513,-14,C
5001514,0,1
5001514,-1,2
5001514,-2,X
5001514,-3,0
5001514,-4,0
5001514,-5,X
5001514,-6,4
5001514,-7,X
5001514,-8,X
5001514,-9,X
5001514,-10,X
5001514,-11,X
5001514,-12,X
5001514,-13,C
5001514,-14,X
5001514,-15,C
5001514,-16,X
5001514,-17,C
5001514,-18,X
5001514,-19,2
5001515,0,X
5001515,-1,C
5001515,-2,X
5001515,-3,X
5001515,-4,X
5001515,-5,C
5001515,-6,X
5001515,-7,C
5001515,-8,X
5001515,-9,X
5001515,-10,X
5001515,-11,X
5001515,-12,C
5001515,-13,0
5001515,-14,X
5001515,-15,X
5001515,-16,X
5001515,-17,C
5001515,-18,X
5001515,-19,C
5001515,-20,C
5001516,0,C
5001516,-1,C
5001516,-2,X
5001516,-3,X
5001516,-4,C
5001516,-5,X
5001516,-6,X
5001516,-7,X
5001516,-8,X
5001516,-9,C
5001516,-10,C
5001516,-11,X
5001516,-12,C
5001516,-13,C
5001516,-14,C
5001517,0,X
5001517,-1,X
5001517,-2,X
5001517,-3,X
5001517,-4,C
5001517,-5,C
5001517,-6,C
5001517,-7,C
5001518,0,X
5001518,-1,X
5001518,-2,C
5001518,-3,X
5001518,-4,X
5001518,-5,X
5001518,-6,C
5001518,-7,C
5001518,-8,C
5001518,-9,X
5001518,-10,C
5001518,-11,X
5001518,-12,X
5001518,-13,C
5001518,-14,C
5001518,-15,C
5001518,-16,X
5001518,-17,X
5001518,-18,X
5001518,-19,C
5001518,-20,X
5001518,-21,C
5001519,0,0
5001519,-1,X
5001519,-2,X
5001519,-3,3
5001519,-4,C
5001519,-5,C
5001519,-6,C
5001519,-7,C
5001519,-8,C
5001519,-9,0
5001519,-10,C
5001519,-11,1
5001520,0,X
5001520,-1,0
5001520,-2,X
5001520,-3,X
5001520,-4,C
5001520,-5,X
5001520,-6,C
5001520,-7,C
5001520,-8,X
5001520,-9,X
5001520,-10,C
5001520,-11,X
5001520,-12,X
5001520,-13,X
5001520,-14,C
5001520,-15,X
5001520,-16,X
5001520,-17,X
5001520,-18,X
5001520,-19,C
5001520,-20,0
5001520,-21,X
5001520,-22,C
5001521,0,C
5001521,-1,X
5001521,-2,X
5001521,-3,X
5001521,-4,C
5001521,-5,C
5001521,-6,X
5001521,-7,C
5001522,0,C
5001522,-1,X
5001522,-2,X
5001522,-3,X
5001522,-4,C
5001522,-5,0
5001522,-6,X
5001522,-7,3
5001522,-8,X
5001522,-9,C
5001523,0,X
5001523,-1,X
5001523,-2,X
5001523,-3,X
5001523,-4,X
5001523,-5,0
5001523,-6,X
5001523,-7,C
5001523,-8,X
5001523,-9,X
5001523,-10,X
5001523,-11,0
5001523,-12,C
5001524,0,0
5001524,-1,X
5001524,-2,X
5001524,-3,X
5001524,-4,C
5001524,-5,X
5001525,0,0
5001525,-1,X
5001525,-2,C
5001525,-3,X
5001525,-4,C
5001525,-5,X
5001525,-6,X
5001525,-7,C
5001525,-8,X
5001525,-9,0
5001525,-10,X
5001525,-11,C
5001526,0,X
5001526,-1,C
5001526,-2,X
5001526,-3,C
5001526,-4,C
5001526,-5,C
5001526,-6,X
5001526,-7,C
5001527,0,4
5001527,-1,X
5001527,-2,X
5001527,-3,X
5001527,-4,X
5001527,-5,C
5001527,-6,X
5001527,-7,X
5001527,-8,C
5001527,-9,X
5001527,-10,X
5001527,-11,C
5001527,-12,C
5001527,-13,C
5001528,0,C
5001528,-1,C
5001528,-2,C
5001528,-3,X
5001528,-4,C
5001528,-5,X
5001528,-6,C
5001528,-7,4
5001528,-8,C
5001528,-9,C
5001528,-10,X
5001528,-11,0
5001528,-12,X
5001528,-13,X
5001529,0,0
5001529,-1,X
5001529,-2,X
5001529,-3,C
5001529,-4,X
5001529,-5,X
5001529,-6,C
5001529,-7,X
5001529,-8,3
5001529,-9,X
5001529,-10,X
5001529,-11,X
5001529,-12,C
5001529,-13,C
5001529,-14,X
5001530,0,C
5001530,-1,X
5001530,-2,X
5001530,-3,C
5001530,-4,X
5001530,-5,X
5001530,-6,C
5001530,-7,X
5001530,-8,X
5001531,0,C
5001531,-1,X
5001531,-2,C
5001531,-3,X
5001531,-4,X
5001531,-5,X
5001531,-6,X
5001531,-7,X
5001531,-8,C
5001531,-9,C
5001531,-10,X
5001532,0,C
5001532,-1,X
5001532,-2,X
5001532,-3,X
5001532,-4,X
5001532,-5,X
5001532,-6,4
5001532,-7,C
5001532,-8,3
5001532,-9,X
5001532,-10,X
5001532,-11,X
5001532,-12,4
5001532,-13,1
5001532,-14,X
5001532,-15,C
5001532,-16,X
5001532,-17,X
5001533,0,1
5001533,-1,X
5001533,-2,C
5001533,-3,C
5001533,-4,C
5001533,-5,C
5001533,-6,X
5001533,-7,0
5001533,-8,C
5001533,-9,X
5001533,-10,X
5001533,-11,0
5001533,-12,X
5001534,0,X
5001534,-1,C
5001534,-2,C
5001534,-3,0
5001534,-4,3
5001534,-5,C
5001534,-6,X
5001534,-7,X
5001534,-8,C
5001534,-9,C
5001534,-10,X
5001534,-11,X
5001534,-12,C
5001534,-13,X
5001534,-14,C
5001534,-15,C
5001534,-16,X
5001534,-17,C
5001534,-18,X
5001534,-19,X
5001534,-20,C
5001534,-21,X
5001535,0,C
5001535,-1,X
5001535,-2,X
5001535,-3,C
5001535,-4,X
5001535,-5,X
5001535,-6,C
5001535,-7,X
5001535,-8,X
5001535,-9,X
5001535,-10,0
5001535,-11,C
5001535,-12,X
5001535,-13,X
5001535,-14,X
5001535,-15,X
5001535,-16,C
5001535,-17,C
5001536,0,X
5001536,-1,X
5001536,-2,C
5001536,-3,X
5001536,-4,X
5001536,-5,C
5001536,-6,4
5001536,-7,C
5001536,-8,X
5001536,-9,X
5001537,0,X
5001537,-1,C
5001537,-2,X
5001537,-3,X
5001537,-4,X
5001537,-5,X
5001537,-6,X
5001537,-7,X
5001537,-8,X
5001537,-9,X
5001537,-10,C
5001537,-11,0
5001537,-12,X
5001537,-13,C
5001538,0,3
5001538,-1,X
5001538,-2,0
5001538,-3,1
5001538,-4,C
5001538,-5,X
5001538,-6,C
5001538,-7,0
5001538,-8,C
5001538,-9,X
5001538,-10,2
5001538,-11,X
5001538,-12,X
5001538,-13,0
5001538,-14,4
5001538,-15,X
5001538,-16,X
5001538,-17,X
5001538,-18,X
5001538,-19,C
5001539,0,0
5001539,-1,X
5001539,-2,X
5001539,-3,X
5001539,-4,C
5001539,-5,X
5001539,-6,C
5001539,-7,X
5001539,-8,X
5001539,-9,C
5001539,-10,C
5001539,-11,C
5001539,-12,C
5001539,-13,C
5001539,-14,C
5001539,-15,X
5001540,0,C
5001540,-1,X
5001540,-2,2
5001540,-3,C
5001540,-4,X
5001540,-5,4
5001540,-6,C
5001540,-7,C
5001540,-8,X
5001540,-9,X
5001540,-10,X
5001540,-11,X
5001540,-12,X
5001540,-13,X
5001540,-14,C
5001540,-15,X
5001540,-16,4
5001540,-17,X
5001540,-18,X
5001540,-19,0
5001540,-20,X
5001540,-21,X
5001540,-22,X
5001541,0,X
5001541,-1,X
5001541,-2,C
5001541,-3,C
5001541,-4,C
5001541,-5,1
5001541,-6,X
5001541,-7,1
5001541,-8,X
5001541,-9,C
5001541,-10,C
5001541,-11,C
5001541,-12,C
5001541,-13,X
5001541,-14,X
5001541,-15,2
5001541,-16,C
5001542,0,C
5001542,-1,X
5001542,-2,X
5001542,-3,2
5001542,-4,X
5001542,-5,C
5001542,-6,0
5001542,-7,X
5001542,-8,C
5001542,-9,0
5001542,-10,3
5001542,-11,X
5001542,-12,X
5001542,-13,C
5001542,-14,C
5001542,-15,0
5001542,-16,C
5001542,-17,X
5001542,-18,0
5001542,-19,X
5001542,-20,X
5001542,-21,C
5001542,-22,C
5001542,-23,C
5001543,0,X
5001543,-1,0
5001543,-2,X
5001543,-3,C
5001543,-4,4
5001543,-5,C
5001544,0,X
5001544,-1,X
5001544,-2,X
5001544,-3,X
5001544,-4,C
5001544,-5,X
5001544,-6,X
5001544,-7,X
5001545,0,X
5001545,-1,C
5001545,-2,X
5001545,-3,X
5001545,-4,C
5001545,-5,C
5001545,-6,X
5001545,-7,X
5001545,-8,X
5001545,-9,X
5001545,-10,C
5001545,-11,C
5001545,-12,C
5001545,-13,C
5001545,-14,C
5001545,-15,X
5001545,-16,C
5001545,-17,X
5001545,-18,C
5001545,-19,X
5001545,-20,X
5001546,0,C
5001546,-1,C
5001546,-2,X
5001546,-3,C
5001546,-4,X
5001546,-5,X
5001546,-6,X
5001546,-7,X
5001546,-8,0
5001546,-9,X
5001546,-10,3
5001547,0,X
5001547,-1,C
5001547,-2,X
5001547,-3,C
5001547,-4,X
5001547,-5,C
5001547,-6,C
5001547,-7,X
5001547,-8,C
5001547,-9,C
5001547,-10,C
5001547,-11,0
5001547,-12,X
5001547,-13,X
5001547,-14,X
5001547,-15,X
5001548,0,C
5001548,-1,C
5001548,-2,4
5001548,-3,3
5001548,-4,X
5001548,-5,C
5001548,-6,C
5001548,-7,X
5001548,-8,C
5001548,-9,X
5001548,-10,X
5001548,-11,X
5001548,-12,0
5001548,-13,C
5001548,-14,1
5001548,-15,C
5001549,0,C
5001549,-1,C
5001549,-2,X
5001549,-3,X
5001549,-4,C
5001549,-5,C
5001550,0,X
5001550,-1,C
5001550,-2,X
5001550,-3,3
5001550,-4,C
5001550,-5,1
5001550,-6,X
5001550,-7,X
5001550,-8,X
5001550,-9,X
5001550,-10,C
5001550,-11,X
5001550,-12,X
5001550,-13,X
5001550,-14,C
5001550,-15,X
5001550,-16,C
5001550,-17,C
5001550,-18,2
5001550,-19,C
5001550,-20,X
5001550,-21,X
5001550,-22,C
5001550,-23,X
5001551,0,C
5001551,-1,X
5001551,-2,X
5001551,-3,C
5001551,-4,X
5001551,-5,X
5001551,-6,1
5001551,-7,C
5001551,-8,X
5001551,-9,C
5001551,-10,C
5001551,-11,C
5001551,-12,C
5001551,-13,X
5001551,-14,X
5001551,-15,X
5001551,-16,0
5001551,-17,0
5001551,-18,1
5001552,0,X
5001552,-1,X
5001552,-2,X
5001552,-3,C
5001552,-4,X
5001552,-5,0
5001552,-6,C
5001552,-7,X
5001552,-8,X
5001552,-9,1
5001552,-10,C
5001552,-11,X
5001552,-12,X
5001552,-13,X
5001552,-14,C
5001552,-15,X
5001552,-16,X
5001552,-17,X
5001552,-18,X
5001552,-19,X
5001553,0,C
5001553,-1,X
5001553,-2,2
5001553,-3,X
5001553,-4,0
5001553,-5,2
5001553,-6,X
5001553,-7,X
5001553,-8,X
5001553,-9,0
5001553,-10,1
5001553,-11,C
5001553,-12,X
5001553,-13,X
5001553,-14,X
5001553,-15,X
5001553,-16,X
5001553,-17,2
5001553,-18,X
5001553,-19,X
5001554,0,X
5001554,-1,X
5001554,-2,0
5001554,-3,X
5001554,-4,C
5001554,-5,X
5001554,-6,X
5001554,-7,X
5001554,-8,C
5001554,-9,1
5001554,-10,4
5001554,-11,C
5001554,-12,X
5001554,-13,X
5001554,-14,C
5001554,-15,C
5001555,0,C
5001555,-1,X
5001555,-2,2
5001555,-3,X
5001555,-4,0
5001555,-5,C
5001555,-6,X
5001555,-7,C
5001555,-8,2
5001555,-9,X
5001555,-10,0
5001555,-11,X
5001555,-12,0
5001555,-13,X
5001555,-14,1
5001555,-15,X
5001555,-16,X
5001555,-17,C
5001556,0,X
5001556,-1,C
5001556,-2,X
5001556,-3,X
5001556,-4,1
5001556,-5,X
5001556,-6,0
5001556,-7,X
5001556,-8,X
5001556,-9,C
5001556,-10,X
5001556,-11,X
5001556,-12,C
5001556,-13,X
5001556,-14,4
5001556,-15,X
5001556,-16,X
5001556,-17,C
5001557,0,C
5001557,-1,C
5001557,-2,C
5001557,-3,0
5001557,-4,2
5001557,-5,3
5001557,-6,C
5001557,-7,X
5001557,-8,X
5001557,-9,X
5001557,-10,X
5001557,-11,3
5001557,-12,X
5001557,-13,5
5001557,-14,X
5001557,-15,C
5001557,-16,C
5001558,0,X
5001558,-1,X
5001558,-2,X
5001558,-3,3
5001558,-4,C
5001558,-5,X
5001558,-6,C
5001558,-7,C
5001558,-8,C
5001558,-9,C
5001558,-10,C
5001559,0,C
5001559,-1,C
5001559,-2,0
5001559,-3,C
5001559,-4,X
5001559,-5,C
5001559,-6,2
5001559,-7,0
5001559,-8,0
5001559,-9,1
5001560,0,X
5001560,-1,C
5001560,-2,C
5001560,-3,X
5001560,-4,X
5001560,-5,X
5001560,-6,C
5001560,-7,X
5001560,-8,0
5001560,-9,0
5001560,-10,X
5001560,-11,X
5001560,-12,X
5001560,-13,C
5001561,0,C
5001561,-1,X
5001561,-2,X
5001561,-3,X
5001561,-4,C
5001561,-5,X
5001561,-6,C
5001561,-7,X
5001561,-8,X
5001561,-9,C
5001561,-10,X
5001562,0,X
5001562,-1,3
5001562,-2,X
5001562,-3,X
5001562,-4,X
5001562,-5,X
5001562,-6,C
5001562,-7,X
5001562,-8,X
5001562,-9,X
5001562,-10,C
5001562,-11,X
5001562,-12,C
5001562,-13,X
5001562,-14,X
5001562,-15,X
5001562,-16,X
5001562,-17,0
5001562,-18,C
5001562,-19,X
5001562,-20,C
5001563,0,X
5001563,-1,X
5001563,-2,C
5001563,-3,1
5001563,-4,X
5001563,-5,X
5001563,-6,C
5001563,-7,1
5001563,-8,0
5001563,-9,1
5001563,-10,C
5001563,-11,1
5001563,-12,X
5001563,-13,X
5001563,-14,X
5001563,-15,X
5001564,0,X
5001564,-1,1
5001564,-2,X
5001564,-3,X
5001564,-4,X
5001564,-5,C
5001564,-6,C
5001564,-7,X
5001564,-8,0
5001564,-9,X
5001564,-10,1
5001564,-11,X
5001564,-12,C
5001564,-13,4
5001564,-14,C
5001564,-15,2
5001565,0,X
5001565,-1,X
5001565,-2,X
5001565,-3,X
5001565,-4,X
5001565,-5,C
5001565,-6,C
5001565,-7,C
5001565,-8,X
5001565,-9,X
5001565,-10,C
5001565,-11,X
5001565,-12,C
5001565,-13,C
5001565,-14,X
5001565,-15,X
5001565,-16,C
5001565,-17,X
5001565,-18,C
5001565,-19,X
5001565,-20,X
5001565,-21,C
5001565,-22,C
5001565,-23,C
5001566,0,X
5001566,-1,C
5001566,-2,C
5001566,-3,C
5001566,-4,X
5001566,-5,C
5001566,-6,X
5001566,-7,X
5001567,0,X
5001567,-1,0
5001567,-2,X
5001567,-3,X
5001567,-4,C
5001567,-5,X
5001567,-6,C
5001567,-7,X
5001568,0,X
5001568,-1,C
5001568,-2,X
5001568,-3,C
5001568,-4,X
5001568,-5,C
5001568,-6,C
5001568,-7,C
5001568,-8,X
5001569,0,C
5001569,-1,C
5001569,-2,C
5001569,-3,C
5001569,-4,X
5001569,-5,C
5001569,-6,C
5001569,-7,C
5001569,-8,C
5001569,-9,X
5001569,-10,C
5001569,-11,C
5001569,-12,X
5001569,-13,X
5001569,-14,X
5001569,-15,X
5001569,-16,3
5001569,-17,1
5001569,-18,X
5001569,-19,C
5001569,-20,X
5001569,-21,X
5001569,-22,C
5001570,0,X
5001570,-1,C
5001570,-2,3
5001570,-3,X
5001570,-4,0
5001570,-5,C
5001570,-6,C
5001570,-7,C
5001570,-8,X
5001570,-9,C
5001570,-10,C
5001570,-11,X
5001570,-12,C
5001570,-13,C
5001570,-14,C
5001570,-15,C
5001571,0,X
5001571,-1,X
5001571,-2,X
5001571,-3,X
5001571,-4,C
5001571,-5,1
5001571,-6,C
5001571,-7,X
5001571,-8,C
5001571,-9,X
5001571,-10,2
5001571,-11,X
5001571,-12,C
5001571,-13,X
5001571,-14,X
5001571,-15,4
5001571,-16,4
5001571,-17,C
5001571,-18,0
5001572,0,X
5001572,-1,C
5001572,-2,C
5001572,-3,X
5001572,-4,C
5001572,-5,X
5001572,-6,C
5001572,-7,X
5001572,-8,X
5001572,-9,C
5001572,-10,X
5001572,-11,X
5001573,0,X
5001573,-1,C
5001573,-2,X
5001573,-3,C
5001573,-4,C
5001573,-5,X
5001573,-6,X
5001573,-7,C
5001573,-8,X
5001574,0,X
5001574,-1,X
5001574,-2,0
5001574,-3,C
5001574,-4,C
5001574,-5,C
5001574,-6,C
5001574,-7,X
5001574,-8,C
5001574,-9,C
5001574,-10,X
5001574,-11,C
5001574,-12,X
5001574,-13,X
5001574,-14,X
5001574,-15,X
5001575,0,C
5001575,-1,X
5001575,-2,X
5001575,-3,X
5001575,-4,X
5001575,-5,0
5001575,-6,X
5001575,-7,X
5001575,-8,X
5001575,-9,X
5001575,-10,X
5001575,-11,X
5001575,-12,C
5001575,-13,X
5001576,0,X
5001576,-1,0
5001576,-2,X
5001576,-3,X
5001576,-4,0
5001576,-5,C
5001577,0,X
5001577,-1,C
5001577,-2,X
5001577,-3,C
5001577,-4,X
5001577,-5,X
5001577,-6,C
5001577,-7,X
5001577,-8,X
5001577,-9,C
5001577,-10,C
5001577,-11,X
5001578,0,C
5001578,-1,C
5001578,-2,C
5001578,-3,X
5001578,-4,C
5001578,-5,X
5001578,-6,0
5001578,-7,C
5001578,-8,C
5001578,-9,C
5001578,-10,C
5001578,-11,X
5001578,-12,C
5001578,-13,X
5001578,-14,C
5001578,-15,X
5001578,-16,X
5001578,-17,C
5001578,-18,X
5001578,-19,C
5001579,0,X
5001579,-1,X
5001579,-2,X
5001579,-3,X
5001579,-4,C
5001579,-5,X
5001579,-6,C
5001579,-7,X
5001579,-8,C
5001579,-9,X
5001579,-10,X
5001579,-11,C
5001580,0,C
5001580,-1,C
5001580,-2,C
5001580,-3,C
5001580,-4,X
5001580,-5,C
5001580,-6,X
5001580,-7,C
5001580,-8,X
5001580,-9,X
5001580,-10,C
5001580,-11,X
5001580,-12,C
5001580,-13,C
5001580,-14,X
5001580,-15,C
5001580,-16,X
5001580,-17,X
5001580,-18,X
5001580,-19,C
5001580,-20,C
5001580,-21,C
5001580,-22,C
5001580,-23,X
5001581,0,C
5001581,-1,C
5001581,-2,C
5001581,-3,C
5001581,-4,C
5001581,-5,X
5001581,-6,0
5001581,-7,X
5001581,-8,X
5001582,0,C
5001582,-1,X
5001582,-2,X
5001582,-3,C
5001582,-4,C
5001582,-5,C
5001582,-6,X
5001582,-7,C
5001582,-8,X
5001582,-9,C
5001582,-10,C
5001583,0,C
5001583,-1,0
5001583,-2,X
5001583,-3,C
5001583,-4,C
5001583,-5,C
5001584,0,X
5001584,-1,C
5001584,-2,X
5001584,-3,C
5001584,-4,C
5001584,-5,C
5001584,-6,X
5001584,-7,X
5001584,-8,X
5001584,-9,C
5001584,-10,X
5001584,-11,C
5001584,-12,X
5001584,-13,C
5001584,-14,X
5001584,-15,X
5001584,-16,C
5001584,-17,X
5001584,-18,C
5001584,-19,X
5001585,0,C
5001585,-1,4
5001585,-2,C
5001585,-3,C
5001585,-4,X
5001585,-5,X
5001585,-6,X
5001585,-7,X
5001585,-8,C
5001585,-9,C
5001585,-10,C
5001585,-11,0
5001586,0,X
5001586,-1,X
5001586,-2,C
5001586,-3,C
5001586,-4,C
5001586,-5,X
5001586,-6,X
5001586,-7,C
5001586,-8,C
5001586,-9,5
5001586,-10,X
5001586,-11,X
5001586,-12,X
5001586,-13,C
5001586,-14,X
5001586,-15,X
5001586,-16,C
5001586,-17,C
5001586,-18,X
5001587,0,X
5001587,-1,C
5001587,-2,X
5001587,-3,0
5001587,-4,X
5001587,-5,X
5001587,-6,C
5001587,-7,X
5001587,-8,C
5001587,-9,X
5001587,-10,0
5001587,-11,C
5001587,-12,C
5001588,0,C
5001588,-1,C
5001588,-2,X
5001588,-3,X
5001588,-4,X
5001588,-5,C
5001588,-6,C
5001588,-7,C
5001588,-8,X
5001588,-9,X
5001588,-10,C
5001588,-11,X
5001588,-12,X
5001588,-13,1
5001588,-14,C
5001588,-15,X
5001588,-16,X
5001589,0,X
5001589,-1,2
5001589,-2,X
5001589,-3,3
5001589,-4,C
5001589,-5,X
5001589,-6,C
5001589,-7,X
5001589,-8,X
5001589,-9,C
5001590,0,X
5001590,-1,X
5001590,-2,X
5001590,-3,C
5001590,-4,C
5001590,-5,C
5001590,-6,C
5001590,-7,X
5001590,-8,C
5001590,-9,X
5001590,-10,C
5001590,-11,X
5001590,-12,C
5001590,-13,X
5001590,-14,X
5001590,-15,C
5001590,-16,C
5001590,-17,C
5001590,-18,X
5001590,-19,C
5001590,-20,X
5001591,0,X
5001591,-1,X
5001591,-2,C
5001591,-3,C
5001591,-4,X
5001591,-5,C
5001591,-6,C
5001591,-7,X
5001591,-8,C
5001591,-9,X
5001591,-10,X
5001591,-11,C
5001591,-12,C
5001591,-13,X
5001591,-14,X
5001592,0,C
5001592,-1,0
5001592,-2,X
5001592,-3,C
5001592,-4,C
5001592,-5,C
5001592,-6,C
5001592,-7,C
5001592,-8,X
