ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5001230,F,N,Y,0,41198.82,Working,Secondary / secondary special,Separated,House / apartment,-17508,-1825,1,0,1,0,Laborers,1
5001231,M,Y,N,1,69619.88,State servant,Secondary / secondary special,Civil marriage,House / apartment,-13163,-4531,1,1,0,0,Managers,3
5001232,M,N,N,1,54529.23,Working,Higher education,Married,House / apartment,-20062,-4433,1,1,0,0,High skill tech staff,2
5001233,M,N,N,0,101769.44,State servant,Higher education,Single / not married,Municipal apartment,-10134,-266,1,1,0,0,Drivers,1
5001234,F,N,N,1,36598.98,Pensioner,Secondary / secondary special,Married,House / apartment,-8372,365243,1,0,0,1,nan,2
5001235,M,Y,N,0,71780.3,Commercial associate,Lower secondary,Married,Municipal apartment,-19476,-2043,1,0,1,1,Medicine staff,1
5001236,F,Y,Y,0,78280.01,Working,Secondary / secondary special,Married,House / apartment,-9241,-2897,1,0,0,0,Laborers,2
5001237,F,Y,Y,2,45322.68,Working,Secondary / secondary special,Civil marriage,Municipal apartment,-25139,-5504,1,0,0,0,Sales staff,3
5001238,F,N,N,0,54100.08,Pensioner,Incomplete higher,Married,Co-op apartment,-17724,365243,1,0,1,0,High skill tech staff,1
5001239,M,N,N,0,77358.6,Commercial associate,Secondary / secondary special,Married,House / apartment,-7035,-3840,1,1,1,0,Sales staff,1
5001240,F,Y,Y,1,89347.14,Working,Secondary / secondary special,Married,Office apartment,-14761,-1064,1,0,1,0,Sales staff,2
5001241,F,N,Y,1,67524.22,Commercial associate,Higher education,Married,House / apartment,-19221,-469,1,0,1,0,Core staff,2
5001242,F,N,Y,1,113290.26,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,-21503,-4550,1,1,0,0,Laborers,3
5001243,F,N,Y,1,34617.28,Working,Secondary / secondary special,Married,House / apartment,-11239,-4469,1,1,1,0,Drivers,2
5001244,F,N,Y,0,19867.37,Working,Secondary / secondary special,Married,House / apartment,-18040,-4048,1,0,1,0,nan,1
5001245,F,N,N,1,26524.65,Working,Secondary / secondary special,Civil marriage,House / apartment,-17749,-1328,1,1,0,0,nan,2
5001246,M,N,Y,0,42220.23,Working,Secondary / secondary special,Single / not married,House / apartment,-16297,-4747,1,0,0,1,Medicine staff,2
5001247,M,N,N,1,46893.2,Working,Lower secondary,Single / not married,House / apartment,-14132,-6848,1,1,0,1,nan,3
5001248,F,Y,N,0,32093.02,Pensioner,Secondary / secondary special,Separated,House / apartment,-14461,365243,1,0,0,1,Laborers,1
5001249,F,Y,N,0,69843.96,Working,Secondary / secondary special,Married,Office apartment,-14212,-6254,1,1,0,0,Sales staff,2
5001250,F,Y,Y,0,28559.03,Working,Secondary / secondary special,Married,House / apartment,-16156,-5099,1,0,1,1,Laborers,2
5001251,F,N,Y,1,138463.85,Working,Higher education,Single / not married,House / apartment,-16952,-6160,1,0,1,0,Sales staff,2
5001252,M,Y,Y,0,46698.38,Student,Higher education,Married,Municipal apartment,-13356,-1157,1,0,1,0,Laborers,1
5001253,M,Y,Y,0,74669.53,Working,Secondary / secondary special,Civil marriage,Municipal apartment,-23705,-2619,1,0,1,0,Drivers,2
5001254,F,N,Y,0,100049.74,State servant,Incomplete higher,Single / not married,With parents,-8900,-1335,1,1,1,0,Sales staff,1
5001255,M,Y,N,2,24374.07,Working,Secondary / secondary special,Single / not married,House / apartment,-18988,-2580,1,1,0,1,Medicine staff,4
5001256,M,Y,Y,0,67138.88,Working,Secondary / secondary special,Civil marriage,House / apartment,-16940,-2890,1,1,0,0,Core staff,2
5001257,F,Y,N,1,111155.59,Commercial associate,Higher education,Married,House / apartment,-10240,-193,1,0,1,1,Sales staff,2
5001258,M,N,N,0,75760.22,Working,Secondary / secondary special,Single / not married,House / apartment,-19691,-3966,1,1,1,0,Laborers,1
5001259,F,Y,N,0,60638.31,Pensioner,Higher education,Single / not married,House / apartment,-8805,365243,1,0,0,0,Sales staff,1
5001260,M,N,N,0,38919.81,Pensioner,Secondary / secondary special,Civil marriage,With parents,-15183,365243,1,0,1,0,Laborers,1
5001261,F,N,Y,1,64687.77,Working,Incomplete higher,Married,House / apartment,-17958,-5395,1,1,1,0,nan,3
5001262,M,N,N,1,104787.97,Commercial associate,Secondary / secondary special,Married,With parents,-8235,-2142,1,1,0,0,nan,3
5001263,F,N,Y,0,50916.61,Commercial associate,Incomplete higher,Married,House / apartment,-8732,-6461,1,1,0,0,Managers,1
5001264,M,N,N,2,48858.35,Pensioner,Higher education,Civil marriage,House / apartment,-12523,365243,1,0,0,0,Sales staff,3
5001265,M,Y,Y,0,38221.42,Working,Secondary / secondary special,Married,Municipal apartment,-10765,-7048,1,0,0,0,Sales staff,1
5001266,M,Y,Y,1,45777.9,Working,Secondary / secondary special,Married,Municipal apartment,-16261,-5305,1,0,1,0,Core staff,3
5001267,F,Y,Y,0,15647.62,Commercial associate,Lower secondary,Married,House / apartment,-15479,-2096,1,0,0,0,Sales staff,2
5001268,F,Y,Y,1,34788.35,State servant,Secondary / secondary special,Single / not married,With parents,-7473,-3280,1,1,0,1,Managers,3
5001269,M,Y,Y,1,40281.74,Working,Secondary / secondary special,Married,House / apartment,-17417,-2273,1,0,0,0,nan,3
5001270,F,Y,Y,0,52677.8,Working,Higher education,Separated,House / apartment,-23719,-5300,1,1,1,0,Sales staff,2
5001271,F,N,N,0,42189.75,Working,Secondary / secondary special,Civil marriage,House / apartment,-8381,-3850,1,0,1,0,High skill tech staff,1
5001272,F,N,Y,1,18694.13,Pensioner,Secondary / secondary special,Married,House / apartment,-21779,365243,1,1,0,0,High skill tech staff,3
5001273,M,Y,Y,0,54872.71,Working,Higher education,Married,With parents,-10744,-5050,1,0,1,0,nan,1
5001274,F,N,Y,0,79892.49,Working,Secondary / secondary special,Single / not married,House / apartment,-18499,-6066,1,1,1,0,Laborers,2
5001275,M,Y,Y,0,69644.34,Commercial associate,Higher education,Civil marriage,House / apartment,-7394,-5296,1,0,0,0,Laborers,2
5001276,M,Y,Y,1,87920.74,Working,Secondary / secondary special,Single / not married,House / apartment,-20604,-1622,1,0,1,0,Managers,2
5001277,F,N,N,0,85359.55,Working,Secondary / secondary special,Widow,House / apartment,-11493,-495,1,1,0,1,Sales staff,1
5001278,M,Y,Y,1,37640.24,Working,Secondary / secondary special,Married,House / apartment,-16317,-4208,1,1,0,1,Drivers,2
5001279,F,Y,Y,1,82337.63,Working,Higher education,Married,House / apartment,-10780,-1782,1,0,0,0,Managers,2
5001280,F,N,Y,1,35294.96,Working,Higher education,Married,House / apartment,-9923,-120,1,0,1,1,High skill tech staff,3
5001281,F,N,Y,0,30507.97,Working,Secondary / secondary special,Single / not married,With parents,-13730,-5038,1,0,1,0,Medicine staff,1
5001282,F,N,Y,0,51548.82,Working,Secondary / secondary special,Married,House / apartment,-9097,-3884,1,0,1,0,Managers,2
5001283,M,Y,N,0,40057.32,Pensioner,Secondary / secondary special,Married,House / apartment,-20991,365243,1,1,1,0,Laborers,1
5001284,M,N,Y,1,131712.94,Working,Higher education,Civil marriage,House / apartment,-7303,-3239,1,0,0,1,Laborers,2
5001285,F,N,Y,1,56945.01,Commercial associate,Secondary / secondary special,Single / not married,With parents,-9167,-4313,1,0,1,0,Core staff,2
5001286,M,N,N,2,53050.59,Working,Secondary / secondary special,Married,House / apartment,-24162,-776,1,0,1,0,Medicine staff,4
5001287,M,N,Y,0,66594.61,Working,Higher education,Civil marriage,House / apartment,-24519,-2823,1,1,1,0,Managers,1
5001288,M,N,N,1,78560.54,Pensioner,Incomplete higher,Married,House / apartment,-10396,365243,1,0,0,0,Sales staff,2
5001289,M,Y,Y,0,89683.22,Working,Secondary / secondary special,Married,House / apartment,-17708,-179,1,1,0,1,Sales staff,2
5001290,M,N,Y,2,75770.8,Working,Higher education,Married,With parents,-15521,-4589,1,0,0,0,Laborers,3
5001291,M,N,N,0,59208.77,Pensioner,Higher education,Separated,House / apartment,-18797,365243,1,0,0,0,Core staff,1
5001292,F,N,Y,0,107578.23,Commercial associate,Academic degree,Single / not married,House / apartment,-12256,-1419,1,0,0,0,Sales staff,1
5001293,F,N,N,1,51682.03,Pensioner,Secondary / secondary special,Married,House / apartment,-11664,365243,1,0,0,0,Laborers,2
5001294,F,N,Y,0,90305.05,Commercial associate,Secondary / secondary special,Married,House / apartment,-17524,-1516,1,0,1,0,Sales staff,1
5001295,M,N,N,1,36371.96,Working,Lower secondary,Single / not married,House / apartment,-21238,-1734,1,0,1,0,Sales staff,3
5001296,M,N,N,0,53827.51,State servant,Secondary / secondary special,Married,House / apartment,-13291,-1398,1,0,0,0,nan,2
5001297,M,N,N,1,55360.59,State servant,Secondary / secondary special,Widow,House / apartment,-21581,-4943,1,0,0,0,Sales staff,2
5001298,F,N,N,0,52487.66,Working,Secondary / secondary special,Single / not married,With parents,-14686,-665,1,1,0,0,Drivers,1
5001299,F,Y,N,0,25354.35,Pensioner,Secondary / secondary special,Married,House / apartment,-14407,365243,1,0,0,1,Medicine staff,1
5001300,M,Y,Y,0,57045.61,Working,Secondary / secondary special,Single / not married,Municipal apartment,-13151,-4471,1,0,1,0,Medicine staff,2
5001301,F,N,Y,1,53604.12,Commercial associate,Incomplete higher,Married,Municipal apartment,-18552,-5666,1,0,0,0,Drivers,2
5001302,M,N,Y,0,37671.26,Working,Secondary / secondary special,Widow,Office apartment,-14680,-4444,1,0,1,1,Managers,2
5001303,F,N,Y,0,46470.17,Working,Secondary / secondary special,Married,Rented apartment,-23095,-233,1,1,0,0,Core staff,1
5001304,F,N,N,1,55339.76,Working,Secondary / secondary special,Married,Office apartment,-14827,-2907,1,0,1,0,Sales staff,3
5001305,F,Y,Y,0,85097.38,Working,Secondary / secondary special,Married,Municipal apartment,-13699,-3215,1,0,0,0,Laborers,2
5001306,F,Y,Y,0,67475.85,Working,Secondary / secondary special,Married,House / apartment,-21091,-5714,1,1,1,0,Laborers,2
5001307,F,N,N,1,68668.0,Working,Lower secondary,Married,House / apartment,-6608,-679,1,0,1,0,Sales staff,2
5001308,M,Y,Y,0,136057.64,Commercial associate,Secondary / secondary special,Married,House / apartment,-10184,-5893,1,0,0,0,Laborers,2
5001309,F,Y,Y,0,24484.68,Pensioner,Secondary / secondary special,Married,House / apartment,-14825,365243,1,1,0,0,High skill tech staff,1
5001310,M,Y,Y,0,87764.97,Working,Higher education,Married,House / apartment,-16043,-5776,1,0,1,1,Managers,2
5001311,F,Y,Y,3,72174.32,State servant,Secondary / secondary special,Civil marriage,Rented apartment,-6868,-4895,1,0,0,0,Medicine staff,5
5001312,F,N,N,2,71505.06,Working,Higher education,Married,Office apartment,-18601,-407,1,0,1,0,Laborers,3
5001313,F,Y,Y,0,47618.58,Pensioner,Secondary / secondary special,Separated,House / apartment,-20963,365243,1,0,1,0,nan,2
5001314,F,N,Y,1,66287.76,Working,Higher education,Married,House / apartment,-12799,-2722,1,1,0,0,Medicine staff,2
5001315,F,Y,N,0,43091.26,Pensioner,Secondary / secondary special,Married,House / apartment,-21174,365243,1,0,1,0,Managers,1
5001316,F,N,Y,0,42112.58,Commercial associate,Higher education,Single / not married,House / apartment,-9129,-3636,1,1,0,0,Sales staff,2
5001317,F,Y,N,0,63787.98,Working,Higher education,Married,House / apartment,-18301,-1915,1,0,0,0,Medicine staff,1
5001318,M,N,N,0,67424.17,Working,Secondary / secondary special,Married,Rented apartment,-15893,-4004,1,0,1,1,nan,1
5001319,M,N,Y,0,81762.77,State servant,Secondary / secondary special,Separated,Municipal apartment,-14496,-1620,1,0,0,0,Laborers,2
5001320,M,Y,Y,0,21630.2,Pensioner,Secondary / secondary special,Married,House / apartment,-16008,365243,1,0,1,0,Managers,1
5001321,M,N,Y,2,51973.86,Working,Incomplete higher,Married,House / apartment,-24387,-406,1,0,0,0,Managers,3
5001322,F,N,N,1,30380.83,Working,Secondary / secondary special,Single / not married,With parents,-7316,-2102,1,1,0,0,Managers,2
5001323,M,N,Y,0,26760.73,Pensioner,Secondary / secondary special,Married,House / apartment,-20304,365243,1,1,1,1,Laborers,1
5001324,F,Y,Y,0,22604.01,Student,Secondary / secondary special,Married,House / apartment,-11347,-1284,1,0,0,0,Sales staff,1
5001325,M,N,N,1,117176.25,Working,Academic degree,Married,Co-op apartment,-13257,-1997,1,0,0,1,Laborers,2
5001326,M,N,Y,1,77302.85,State servant,Secondary / secondary special,Married,House / apartment,-16593,-2666,1,0,0,0,Medicine staff,3
5001327,F,Y,Y,1,54189.52,Working,Secondary / secondary special,Married,House / apartment,-10664,-4806,1,0,1,0,Sales staff,2
5001328,F,Y,N,1,49923.68,State servant,Higher education,Separated,Office apartment,-18933,-967,1,0,1,0,Accountants,3
5001329,F,N,Y,0,86327.62,Commercial associate,Academic degree,Married,House / apartment,-13429,-7173,1,1,0,0,Core staff,2
5001330,F,N,N,0,153542.95,Working,Secondary / secondary special,Married,House / apartment,-6660,-1915,1,0,1,0,Medicine staff,1
5001331,F,N,N,1,26124.81,Working,Secondary / secondary special,Married,House / apartment,-15063,-3940,1,0,0,0,Laborers,2
5001332,M,N,Y,2,35584.26,Commercial associate,Secondary / secondary special,Married,House / apartment,-23060,-6961,1,0,0,0,Laborers,4
5001333,F,N,N,0,66301.06,Commercial associate,Secondary / secondary special,Married,House / apartment,-6964,-1531,1,0,1,1,nan,2
5001334,F,Y,Y,0,70745.79,State servant,Secondary / secondary special,Married,House / apartment,-15440,-4976,1,1,0,1,Laborers,2
5001335,F,Y,N,0,46995.86,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-12728,365243,1,0,0,0,Laborers,2
5001336,M,N,Y,3,72550.03,Working,Higher education,Separated,Rented apartment,-14509,-2445,1,0,1,0,Laborers,5
5001337,F,N,Y,0,28576.1,State servant,Incomplete higher,Married,House / apartment,-17484,-1548,1,1,1,0,Laborers,2
5001338,M,Y,Y,1,72163.64,Commercial associate,Higher education,Married,House / apartment,-19358,-2021,1,0,1,0,Laborers,2
5001339,M,N,Y,1,14394.91,Pensioner,Secondary / secondary special,Separated,House / apartment,-6575,365243,1,0,0,0,nan,3
5001340,M,N,N,0,49479.14,Pensioner,Higher education,Widow,With parents,-13803,365243,1,0,1,1,Core staff,1
5001341,F,N,N,1,63189.84,State servant,Secondary / secondary special,Married,Office apartment,-8344,-3327,1,0,1,0,nan,2
5001342,F,N,N,0,46312.64,Working,Secondary / secondary special,Married,Municipal apartment,-7548,-885,1,1,1,0,Medicine staff,2
5001343,F,N,Y,2,35982.99,Commercial associate,Secondary / secondary special,Married,With parents,-18952,-7238,1,0,1,0,High skill tech staff,4
5001344,F,Y,Y,1,33910.28,Working,Secondary / secondary special,Married,House / apartment,-13918,-4500,1,0,1,0,Laborers,2
5001345,M,N,N,0,23613.23,Working,Secondary / secondary special,Married,House / apartment,-9340,-3466,1,0,0,0,High skill tech staff,2
5001346,M,N,Y,0,47899.36,Working,Secondary / secondary special,Widow,Municipal apartment,-16801,-6149,1,1,0,0,Sales staff,1
5001347,M,N,N,0,132577.82,Pensioner,Secondary / secondary special,Married,House / apartment,-14706,365243,1,1,0,0,Medicine staff,2
5001348,F,N,N,0,46819.74,Working,Secondary / secondary special,Married,House / apartment,-12732,-566,1,0,1,0,Managers,1
5001349,M,N,Y,1,40576.41,Working,Secondary / secondary special,Single / not married,House / apartment,-7094,-3105,1,0,0,0,Core staff,2
5001350,F,Y,N,1,59451.67,Working,Incomplete higher,Married,House / apartment,-15719,-2525,1,0,0,0,Drivers,3
5001351,F,Y,N,0,24829.28,Working,Lower secondary,Married,House / apartment,-8994,-2760,1,0,0,0,Managers,1
5001352,M,N,N,0,31523.02,Commercial associate,Lower secondary,Widow,Rented apartment,-10471,-2886,1,0,0,0,Drivers,1
5001353,F,Y,Y,1,40814.55,Working,Incomplete higher,Married,House / apartment,-13281,-4013,1,1,0,0,Core staff,2
5001354,F,Y,Y,0,109504.91,Working,Academic degree,Separated,House / apartment,-18974,-5924,1,0,0,0,nan,1
5001355,F,N,Y,1,74048.22,Working,Higher education,Married,House / apartment,-13554,-4027,1,0,0,0,Drivers,2
5001356,F,N,Y,0,38784.61,Working,Lower secondary,Married,Co-op apartment,-14520,-1937,1,0,1,0,Sales staff,1
5001357,M,Y,Y,1,68664.62,Working,Secondary / secondary special,Separated,House / apartment,-8167,-4656,1,1,0,0,Managers,3
5001358,M,N,N,0,89362.8,Pensioner,Higher education,Married,House / apartment,-18135,365243,1,1,0,0,Sales staff,2
5001359,F,N,N,1,44377.76,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-12107,365243,1,1,0,0,Medicine staff,2
5001360,F,N,Y,0,40307.45,Working,Higher education,Married,Municipal apartment,-9076,-1933,1,0,1,0,nan,2
5001361,M,N,Y,0,23104.95,Working,Incomplete higher,Married,House / apartment,-14008,-3855,1,0,0,0,Medicine staff,2
5001362,F,N,N,0,23478.07,State servant,Secondary / secondary special,Single / not married,House / apartment,-9091,-5273,1,0,1,0,Sales staff,2
5001363,F,Y,Y,0,72479.65,Working,Secondary / secondary special,Single / not married,House / apartment,-21071,-2164,1,0,0,0,Core staff,1
5001364,F,Y,N,0,43570.46,Commercial associate,Secondary / secondary special,Separated,With parents,-11850,-3294,1,0,0,1,Drivers,1
5001365,M,N,N,0,115125.43,Commercial associate,Higher education,Married,House / apartment,-11532,-1018,1,1,1,0,Managers,2
5001366,F,N,N,0,33756.56,Pensioner,Higher education,Single / not married,House / apartment,-7575,365243,1,0,1,0,Laborers,2
5001367,F,N,N,1,61292.59,State servant,Secondary / secondary special,Married,With parents,-9028,-1528,1,0,0,0,Medicine staff,2
5001368,M,N,N,1,67203.82,Working,Secondary / secondary special,Single / not married,With parents,-7293,-4682,1,1,1,0,Laborers,3
5001369,M,N,Y,0,37912.4,Working,Incomplete higher,Married,House / apartment,-24245,-4447,1,0,1,0,Laborers,2
5001370,F,N,Y,0,115353.55,Commercial associate,Higher education,Married,House / apartment,-13091,-2905,1,0,1,0,High skill tech staff,2
5001371,M,Y,Y,1,38250.43,State servant,Secondary / secondary special,Married,House / apartment,-23715,-2976,1,0,1,0,nan,2
5001372,F,Y,Y,0,48788.57,State servant,Higher education,Married,House / apartment,-18254,-4155,1,0,0,0,Drivers,1
5001373,F,N,N,0,88666.38,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-15224,-7050,1,0,0,0,Accountants,1
5001374,M,Y,Y,0,42347.28,Pensioner,Secondary / secondary special,Married,House / apartment,-19240,365243,1,1,0,0,Medicine staff,1
5001375,F,Y,N,0,78383.49,Working,Higher education,Single / not married,Rented apartment,-17611,-5836,1,0,0,0,Core staff,1
5001376,M,N,Y,0,32828.79,Working,Incomplete higher,Married,House / apartment,-21885,-1441,1,0,0,0,Drivers,2
5001377,F,N,Y,0,41240.19,Working,Secondary / secondary special,Married,House / apartment,-11183,-3771,1,0,1,0,Sales staff,2
5001378,M,N,N,1,66840.54,Working,Secondary / secondary special,Married,House / apartment,-10853,-5984,1,0,0,0,Accountants,3
5001379,F,Y,Y,1,171239.76,Commercial associate,Secondary / secondary special,Civil marriage,Rented apartment,-9818,-4409,1,0,0,1,Accountants,2
5001380,M,Y,N,0,127915.37,State servant,Incomplete higher,Widow,Municipal apartment,-17725,-5802,1,0,1,0,Managers,2
5001381,M,Y,N,0,54605.25,Commercial associate,Incomplete higher,Married,With parents,-17558,-5315,1,1,1,0,High skill tech staff,2
5001382,F,N,Y,0,45548.96,Commercial associate,Secondary / secondary special,Married,House / apartment,-20898,-5685,1,0,1,0,Sales staff,2
5001383,M,Y,Y,0,106774.09,Working,Secondary / secondary special,Married,House / apartment,-17178,-6599,1,0,0,1,Drivers,1
5001384,F,N,Y,0,80294.45,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-8423,-1017,1,0,0,0,Core staff,2
5001385,M,N,N,0,43686.49,Working,Incomplete higher,Single / not married,Office apartment,-22841,-4209,1,0,1,0,Laborers,2
5001386,F,N,N,0,64870.62,Commercial associate,Secondary / secondary special,Married,House / apartment,-7484,-443,1,0,0,0,Accountants,1
5001387,M,Y,Y,0,27939.27,Working,Secondary / secondary special,Married,House / apartment,-15665,-1802,1,0,1,0,Laborers,1
5001388,F,N,N,0,125436.27,Commercial associate,Higher education,Civil marriage,House / apartment,-9281,-2241,1,1,0,0,Sales staff,2
5001389,F,N,Y,0,92035.54,Working,Secondary / secondary special,Married,House / apartment,-16182,-5141,1,0,1,0,nan,1
5001390,M,N,N,0,122538.32,Commercial associate,Secondary / secondary special,Single / not married,With parents,-19995,-1027,1,0,0,0,Laborers,2
5001391,M,N,N,1,81358.35,Working,Secondary / secondary special,Married,House / apartment,-24118,-2089,1,0,0,0,nan,2
5001392,M,Y,N,0,55170.61,Working,Higher education,Single / not married,House / apartment,-15100,-472,1,0,0,0,Laborers,1
5001393,F,N,N,1,95294.72,Working,Higher education,Married,House / apartment,-16964,-2611,1,0,0,0,Managers,2
5001394,M,Y,Y,4,118240.43,Commercial associate,Secondary / secondary special,Married,With parents,-7061,-4651,1,0,0,0,Sales staff,6
5001395,F,Y,N,1,93754.42,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-14799,-5373,1,0,0,0,Laborers,2
5001396,M,Y,Y,2,75565.71,State servant,Secondary / secondary special,Married,House / apartment,-18012,-881,1,0,1,0,High skill tech staff,3
5001397,M,N,N,0,66782.99,Commercial associate,Secondary / secondary special,Married,House / apartment,-20609,-1611,1,0,0,0,Core staff,2
5001398,F,N,Y,1,32609.56,Working,Secondary / secondary special,Married,House / apartment,-25512,-864,1,1,0,0,High skill tech staff,3
5001399,F,Y,N,1,73431.87,Pensioner,Secondary / secondary special,Widow,House / apartment,-15701,365243,1,0,1,0,Sales staff,2
5001400,M,N,N,2,40986.07,Working,Lower secondary,Separated,House / apartment,-12827,-1093,1,0,0,0,Laborers,4
5001401,M,Y,N,0,110057.2,Working,Higher education,Married,House / apartment,-20314,-2154,1,1,1,0,Sales staff,1
5001402,M,N,Y,0,242949.91,Commercial associate,Higher education,Married,House / apartment,-16185,-6400,1,0,1,0,Drivers,1
5001403,F,Y,N,2,95909.05,Working,Higher education,Married,House / apartment,-12728,-6629,1,0,1,0,Laborers,4
5001404,F,Y,N,0,91492.95,Working,Incomplete higher,Civil marriage,House / apartment,-21243,-3687,1,0,1,1,Accountants,1
5001405,F,N,N,2,27188.67,Pensioner,Higher education,Separated,Rented apartment,-19596,365243,1,0,0,0,Drivers,4
5001406,F,Y,Y,0,22968.64,Pensioner,Secondary / secondary special,Married,With parents,-21739,365243,1,0,1,0,Medicine staff,1
5001407,F,N,Y,1,56300.32,Pensioner,Secondary / secondary special,Single / not married,With parents,-10306,365243,1,0,0,0,Medicine staff,2
5001408,F,Y,Y,1,38280.18,Working,Secondary / secondary special,Single / not married,House / apartment,-24340,-5233,1,0,0,0,nan,2
5001409,F,N,Y,1,17423.99,Pensioner,Secondary / secondary special,Married,House / apartment,-7432,365243,1,0,1,1,Sales staff,2
5001410,M,Y,Y,1,31923.55,Commercial associate,Incomplete higher,Married,House / apartment,-22396,-359,1,0,0,0,Core staff,2
5001411,M,N,Y,0,28903.74,Pensioner,Secondary / secondary special,Single / not married,Office apartment,-8608,365243,1,1,0,0,Accountants,1
5001412,M,N,Y,0,55268.56,Commercial associate,Secondary / secondary special,Married,House / apartment,-25211,-6145,1,1,0,0,Drivers,1
5001413,M,Y,Y,1,96008.17,Commercial associate,Secondary / secondary special,Married,House / apartment,-9113,-5709,1,0,0,1,Sales staff,2
5001414,F,N,Y,0,31410.39,Working,Secondary / secondary special,Married,House / apartment,-7498,-2448,1,0,1,0,Medicine staff,2
5001415,F,Y,N,0,125280.01,Commercial associate,Incomplete higher,Separated,House / apartment,-8748,-2663,1,0,1,1,Core staff,2
5001416,M,N,Y,0,35506.36,Commercial associate,Secondary / secondary special,Married,House / apartment,-19717,-1438,1,0,1,0,Medicine staff,1
5001417,M,Y,Y,0,37372.12,Working,Higher education,Married,House / apartment,-14025,-7223,1,1,0,1,Accountants,1
5001418,F,N,Y,0,84779.87,Commercial associate,Higher education,Single / not married,House / apartment,-8782,-798,1,0,1,0,Sales staff,2
5001419,F,N,N,0,94138.41,Commercial associate,Academic degree,Widow,House / apartment,-16880,-2834,1,1,0,0,Sales staff,2
5001420,M,N,N,1,79538.2,Commercial associate,Secondary / secondary special,Married,House / apartment,-16069,-5436,1,0,1,0,Medicine staff,3
5001421,F,N,Y,1,31769.61,Working,Incomplete higher,Married,With parents,-14930,-6559,1,0,0,1,Managers,3
5001422,M,N,Y,1,57462.04,Working,Secondary / secondary special,Married,House / apartment,-6989,-5456,1,1,1,0,High skill tech staff,2
5001423,M,N,N,0,23036.36,Working,Secondary / secondary special,Separated,House / apartment,-12474,-4439,1,0,1,0,Drivers,1
5001424,F,N,Y,0,11865.45,Pensioner,Secondary / secondary special,Married,House / apartment,-19386,365243,1,0,0,0,Laborers,2
5001425,F,N,Y,0,111592.55,Working,Secondary / secondary special,Civil marriage,House / apartment,-21257,-1511,1,0,0,0,Medicine staff,1
5001426,M,Y,Y,0,78507.49,Working,Secondary / secondary special,Married,House / apartment,-11411,-6787,1,0,0,0,Drivers,1
5001427,F,N,Y,0,19575.42,Student,Secondary / secondary special,Married,House / apartment,-14900,-4420,1,0,0,0,Core staff,1
5001428,F,N,N,1,19728.84,Working,Secondary / secondary special,Married,House / apartment,-15062,-499,1,1,1,0,Sales staff,3
5001429,F,N,Y,0,49862.02,Commercial associate,Secondary / secondary special,Married,House / apartment,-9474,-7028,1,0,0,0,Core staff,2
5001430,F,N,N,0,62989.83,State servant,Secondary / secondary special,Married,House / apartment,-21032,-1838,1,0,0,0,Managers,1
5001431,F,Y,N,0,49813.58,Commercial associate,Secondary / secondary special,Married,Rented apartment,-23482,-2558,1,0,0,1,Laborers,1
5001432,F,N,Y,0,70762.88,Pensioner,Incomplete higher,Civil marriage,House / apartment,-10275,365243,1,1,0,0,Sales staff,1
5001433,F,Y,Y,0,68319.05,State servant,Secondary / secondary special,Separated,House / apartment,-12920,-3571,1,0,1,1,nan,2
5001434,M,Y,Y,0,21031.89,Pensioner,Secondary / secondary special,Married,House / apartment,-20142,365243,1,0,0,0,Laborers,2
5001435,M,Y,Y,1,38846.99,Commercial associate,Higher education,Single / not married,House / apartment,-23060,-4480,1,0,0,1,High skill tech staff,2
5001436,M,N,Y,0,72662.88,Working,Secondary / secondary special,Separated,House / apartment,-18465,-2649,1,0,1,0,Laborers,2
5001437,F,Y,N,0,71572.27,Working,Secondary / secondary special,Married,House / apartment,-18596,-5545,1,1,1,1,Sales staff,1
5001438,M,Y,Y,1,44776.82,Pensioner,Secondary / secondary special,Married,Municipal apartment,-24815,365243,1,0,0,1,Managers,2
5001439,F,N,N,0,74826.96,Pensioner,Incomplete higher,Single / not married,House / apartment,-14803,365243,1,0,1,0,nan,1
5001440,F,Y,Y,0,58725.75,Pensioner,Academic degree,Married,With parents,-13437,365243,1,0,0,0,Core staff,2
5001441,M,Y,N,1,63918.43,Commercial associate,Secondary / secondary special,Married,House / apartment,-12524,-2364,1,0,1,0,Laborers,2
5001442,F,Y,N,1,69148.3,Working,Secondary / secondary special,Married,House / apartment,-21253,-6471,1,1,1,0,Drivers,3
5001443,M,Y,Y,0,85447.07,Working,Secondary / secondary special,Married,With parents,-14892,-3485,1,0,1,0,Sales staff,1
5001444,F,N,Y,0,66792.13,Working,Secondary / secondary special,Married,With parents,-14734,-4269,1,0,1,0,Core staff,1
